Course ID,Course Title,Ad Campaign Platform,Ad Spend ($),Impressions,Clicks,Landing Page Views,Sign-ups,Conversion Rate (%),Location,Date
C-1004,Digital Marketing Basics,Facebook Ads,752.39,30723,2766,2342,641,27.37,Lagos,07/06/2025
C-1002,Data Visualization with Power BI,Instagram Stories,1289.77,29809,1694,1196,250,20.9,Cape Town,01/06/2025
C-1007,Graphic Design Essentials,LinkedIn Sponsored,684.4,14370,693,574,183,31.88,Accra,08/06/2025
C-1005,Project Management 101,LinkedIn Sponsored,2099.92,48078,2226,1797,986,54.87,Kigali,09/05/2025
C-1006,AI for Non-Techies,LinkedIn Sponsored,280.55,9569,345,310,118,38.06,Nairobi,26/04/2025
C-1005,Project Management 101,Instagram Stories,502.88,16842,483,347,170,48.99,Nairobi,20/06/2025
C-1004,Digital Marketing Basics,Google Search,498.28,30464,2167,1912,967,50.58,Accra,22/06/2025
C-1001,Advanced Excel,LinkedIn Sponsored,156.58,4316,411,301,150,49.83,Abuja,15/05/2025
C-1009,Remote Work Productivity,Google Search,604.61,28402,4087,2931,653,22.28,Accra,12/06/2025
C-1005,Project Management 101,LinkedIn Sponsored,776.47,38859,1812,1380,776,56.23,Johannesburg,10/06/2025
C-1002,Data Visualization with Power BI,Email Blast,1382.12,33654,1617,1438,546,37.97,Cape Town,25/04/2025
C-1007,Graphic Design Essentials,Instagram Stories,265.38,21220,406,333,71,21.32,Lagos,02/05/2025
C-1001,Advanced Excel,Email Blast,707.93,26771,3664,2692,1111,41.27,Cape Town,25/04/2025
C-1003,SQL for Beginners,Email Blast,551.89,15099,885,818,170,20.78,Kigali,19/05/2025
C-1000,Intro to Python,LinkedIn Sponsored,52.13,4312,624,524,301,57.44,Cape Town,04/05/2025
C-1009,Remote Work Productivity,Instagram Stories,2161.02,43877,3011,2303,1133,49.2,Cairo,16/06/2025
C-1008,UI/UX Fundamentals,Facebook Ads,50.06,1535,70,60,16,26.67,Abuja,09/06/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,439.61,18332,1373,1294,573,44.28,Abuja,29/05/2025
C-1005,Project Management 101,Instagram Stories,79.45,3965,102,75,21,28,Lagos,09/07/2025
C-1009,Remote Work Productivity,Google Search,551.81,37819,4881,4101,1678,40.92,Kigali,12/05/2025
C-1008,UI/UX Fundamentals,Facebook Ads,762.93,19913,2597,2287,519,22.69,Abuja,03/06/2025
C-1008,UI/UX Fundamentals,Email Blast,896.74,30514,2627,1892,725,38.32,Cairo,23/04/2025
C-1009,Remote Work Productivity,Email Blast,1675.93,45590,1513,1416,764,53.95,Nairobi,19/05/2025
C-1002,Data Visualization with Power BI,Instagram Stories,233.41,7336,548,440,202,45.91,Kigali,30/04/2025
C-1005,Project Management 101,LinkedIn Sponsored,1065.51,37558,703,582,304,52.23,Accra,03/05/2025
C-1003,SQL for Beginners,Email Blast,823.62,40483,699,626,175,27.96,Abuja,25/05/2025
C-1008,UI/UX Fundamentals,Facebook Ads,111.96,3638,120,93,46,49.46,Lagos,13/05/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,2140.98,47765,1847,1698,937,55.18,Cape Town,20/04/2025
C-1008,UI/UX Fundamentals,Google Search,1265.21,30949,1344,1092,648,59.34,Accra,01/05/2025
C-1005,Project Management 101,LinkedIn Sponsored,1909.37,41178,568,406,156,38.42,Accra,16/04/2025
C-1006,AI for Non-Techies,LinkedIn Sponsored,1501.7,41402,3536,2915,705,24.19,Kigali,03/05/2025
C-1008,UI/UX Fundamentals,Email Blast,1671.31,34404,4303,3421,1745,51.01,Cape Town,29/04/2025
C-1009,Remote Work Productivity,Instagram Stories,861.27,20647,795,660,207,31.36,Lagos,30/06/2025
C-1005,Project Management 101,Facebook Ads,586.75,22708,2063,1771,919,51.89,Abuja,21/06/2025
C-1009,Remote Work Productivity,Facebook Ads,800.72,21163,2922,2434,640,26.29,Cape Town,16/05/2025
C-1004,Digital Marketing Basics,Email Blast,2033.15,43964,5322,4146,2250,54.27,Johannesburg,18/06/2025
C-1000,Intro to Python,Instagram Stories,709.5,39241,1913,1809,463,25.59,Accra,15/06/2025
C-1008,UI/UX Fundamentals,Email Blast,679.12,42223,1511,1395,644,46.16,Abuja,15/06/2025
C-1002,Data Visualization with Power BI,Google Search,2066.07,45612,3267,2789,650,23.31,Lagos,29/06/2025
C-1009,Remote Work Productivity,Facebook Ads,1252.96,46909,5746,4747,2785,58.67,Johannesburg,18/04/2025
C-1000,Intro to Python,LinkedIn Sponsored,497.53,29903,4418,3830,1738,45.38,Abuja,16/06/2025
C-1002,Data Visualization with Power BI,Google Search,294.78,28063,3745,3021,800,26.48,Abuja,28/05/2025
C-1008,UI/UX Fundamentals,Instagram Stories,1873.35,41073,3629,3018,1472,48.77,Lagos,21/06/2025
C-1002,Data Visualization with Power BI,Google Search,1551.09,34992,738,651,179,27.5,Kigali,10/06/2025
C-1007,Graphic Design Essentials,Instagram Stories,799.95,35437,4417,3689,1785,48.39,Kigali,30/04/2025
C-1002,Data Visualization with Power BI,Email Blast,756.68,31124,2364,2140,821,38.36,Kigali,30/05/2025
C-1008,UI/UX Fundamentals,LinkedIn Sponsored,410.51,24218,1917,1738,580,33.37,Cape Town,24/06/2025
C-1003,SQL for Beginners,LinkedIn Sponsored,336.15,17155,1881,1705,409,23.99,Cairo,01/05/2025
C-1003,SQL for Beginners,LinkedIn Sponsored,819.2,20504,612,481,182,37.84,Johannesburg,23/04/2025
C-1007,Graphic Design Essentials,Instagram Stories,950.74,21777,2202,1883,642,34.09,Kigali,16/05/2025
C-1008,UI/UX Fundamentals,LinkedIn Sponsored,726.85,48294,3669,3466,1572,45.35,Cairo,06/07/2025
C-1001,Advanced Excel,Email Blast,493.31,38583,4038,3154,1496,47.43,Abuja,20/04/2025
C-1006,AI for Non-Techies,Google Search,1026.95,23618,814,743,216,29.07,Cairo,15/04/2025
C-1000,Intro to Python,Facebook Ads,605.55,19850,974,838,400,47.73,Kigali,26/05/2025
C-1007,Graphic Design Essentials,LinkedIn Sponsored,974.7,43989,2320,1747,372,21.29,Cape Town,13/07/2025
C-1003,SQL for Beginners,Email Blast,578.83,14242,1444,1349,739,54.78,Cairo,01/06/2025
C-1008,UI/UX Fundamentals,LinkedIn Sponsored,2158.12,46624,5612,4861,1478,30.41,Accra,14/05/2025
C-1001,Advanced Excel,Email Blast,1152.9,41349,4296,3609,882,24.44,Johannesburg,08/05/2025
C-1003,SQL for Beginners,Email Blast,109.08,4326,322,294,123,41.84,Johannesburg,10/06/2025
C-1003,SQL for Beginners,Facebook Ads,51.86,4440,651,473,174,36.79,Abuja,23/06/2025
C-1005,Project Management 101,Instagram Stories,2128.55,48012,5453,5068,1581,31.2,Nairobi,02/06/2025
C-1002,Data Visualization with Power BI,Email Blast,56.5,1339,68,63,31,49.21,Accra,27/05/2025
C-1006,AI for Non-Techies,Instagram Stories,971.64,43787,548,515,252,48.93,Cape Town,17/05/2025
C-1003,SQL for Beginners,LinkedIn Sponsored,287.51,19824,2500,1925,1057,54.91,Cairo,04/07/2025
C-1000,Intro to Python,Email Blast,135.02,6862,744,621,148,23.83,Johannesburg,18/04/2025
C-1008,UI/UX Fundamentals,Facebook Ads,1676.69,49410,579,473,151,31.92,Accra,20/04/2025
C-1006,AI for Non-Techies,Facebook Ads,149.31,12520,646,500,248,49.6,Abuja,20/06/2025
C-1007,Graphic Design Essentials,LinkedIn Sponsored,445.56,13210,1801,1644,767,46.65,Lagos,24/05/2025
C-1000,Intro to Python,Email Blast,402.48,20555,2773,2069,479,23.15,Nairobi,23/04/2025
C-1005,Project Management 101,Instagram Stories,978.86,19649,2382,1688,731,43.31,Cape Town,20/05/2025
C-1002,Data Visualization with Power BI,Instagram Stories,1472.57,34044,4418,3668,826,22.52,Cairo,05/07/2025
C-1003,SQL for Beginners,LinkedIn Sponsored,388.8,8382,786,572,135,23.6,Accra,03/05/2025
C-1007,Graphic Design Essentials,LinkedIn Sponsored,1429.42,43486,4508,4090,2256,55.16,Accra,25/05/2025
C-1000,Intro to Python,LinkedIn Sponsored,1349.31,49274,4062,3280,1071,32.65,Cairo,13/05/2025
C-1009,Remote Work Productivity,Google Search,1253.55,45197,5348,4548,2533,55.69,Accra,13/05/2025
C-1009,Remote Work Productivity,Instagram Stories,1633.16,42859,4071,3492,1524,43.64,Abuja,06/06/2025
C-1008,UI/UX Fundamentals,Facebook Ads,570.83,22491,972,804,194,24.13,Abuja,20/05/2025
C-1001,Advanced Excel,Google Search,446.05,13109,1026,885,513,57.97,Cape Town,30/05/2025
C-1005,Project Management 101,Facebook Ads,221.52,17256,1968,1626,737,45.33,Cairo,02/05/2025
C-1006,AI for Non-Techies,Instagram Stories,194.36,16435,749,592,230,38.85,Cairo,24/04/2025
C-1005,Project Management 101,Email Blast,483.4,20788,615,473,278,58.77,Lagos,17/05/2025
C-1004,Digital Marketing Basics,LinkedIn Sponsored,930.58,43839,3396,2543,1129,44.4,Johannesburg,26/04/2025
C-1000,Intro to Python,Facebook Ads,461.36,44764,1744,1446,292,20.19,Cape Town,15/05/2025
C-1004,Digital Marketing Basics,Instagram Stories,270.1,11467,466,330,80,24.24,Cairo,17/04/2025
C-1001,Advanced Excel,LinkedIn Sponsored,931.71,42858,5244,4420,1790,40.5,Kigali,29/05/2025
C-1009,Remote Work Productivity,Google Search,536.64,15473,2173,1736,407,23.44,Accra,20/06/2025
C-1007,Graphic Design Essentials,Instagram Stories,496.41,11039,286,224,90,40.18,Kigali,16/06/2025
C-1006,AI for Non-Techies,Email Blast,717.23,47002,3717,3254,1943,59.71,Cape Town,31/05/2025
C-1008,UI/UX Fundamentals,Google Search,1177.2,44522,2157,1722,634,36.82,Johannesburg,02/06/2025
C-1009,Remote Work Productivity,Email Blast,142.42,6365,872,766,339,44.26,Cape Town,17/05/2025
C-1008,UI/UX Fundamentals,LinkedIn Sponsored,474.17,47122,5905,5543,2929,52.84,Nairobi,29/06/2025
C-1009,Remote Work Productivity,Facebook Ads,103.42,8353,827,589,178,30.22,Johannesburg,17/05/2025
C-1009,Remote Work Productivity,Google Search,917.04,36170,3419,2980,732,24.56,Accra,15/07/2025
C-1005,Project Management 101,Instagram Stories,939.23,35101,2593,2054,510,24.83,Nairobi,14/05/2025
C-1003,SQL for Beginners,Email Blast,1160.75,47983,5525,3965,920,23.2,Cape Town,20/04/2025
C-1001,Advanced Excel,Instagram Stories,843.15,34447,4886,4236,1997,47.14,Lagos,28/05/2025
C-1007,Graphic Design Essentials,Email Blast,448.89,9647,898,630,286,45.4,Abuja,26/05/2025
C-1007,Graphic Design Essentials,Facebook Ads,562.6,37956,3634,3337,1633,48.94,Cape Town,29/06/2025
C-1004,Digital Marketing Basics,Facebook Ads,759.18,48400,6599,4728,1955,41.35,Abuja,22/04/2025
C-1004,Digital Marketing Basics,Google Search,35.24,1197,13,10,3,30,Nairobi,28/04/2025
C-1000,Intro to Python,LinkedIn Sponsored,930.49,28767,2612,1856,462,24.89,Nairobi,12/07/2025
C-1008,UI/UX Fundamentals,Facebook Ads,216.84,4948,287,253,116,45.85,Cape Town,07/07/2025
C-1000,Intro to Python,Instagram Stories,416.4,19814,2119,1711,802,46.87,Accra,18/04/2025
C-1002,Data Visualization with Power BI,Instagram Stories,1804.98,43042,2276,2042,773,37.86,Kigali,24/04/2025
C-1006,AI for Non-Techies,Instagram Stories,827.94,30395,3803,3477,1970,56.66,Abuja,07/06/2025
C-1001,Advanced Excel,Email Blast,1557.23,45743,2499,2113,736,34.83,Accra,17/05/2025
C-1005,Project Management 101,Google Search,146.3,8774,954,831,290,34.9,Abuja,17/04/2025
C-1008,UI/UX Fundamentals,Google Search,222.74,9345,656,482,268,55.6,Lagos,09/06/2025
C-1000,Intro to Python,Instagram Stories,729.14,20553,649,458,209,45.63,Abuja,06/05/2025
C-1008,UI/UX Fundamentals,Google Search,580.43,25856,1491,1070,389,36.36,Johannesburg,06/06/2025
C-1007,Graphic Design Essentials,Google Search,443.28,23685,2482,2113,730,34.55,Cairo,29/06/2025
C-1003,SQL for Beginners,Facebook Ads,757.91,48515,7195,5853,2781,47.51,Lagos,17/06/2025
C-1006,AI for Non-Techies,Facebook Ads,2005.51,41299,3220,2276,915,40.2,Johannesburg,06/06/2025
C-1003,SQL for Beginners,Facebook Ads,138.03,5409,345,244,51,20.9,Lagos,02/07/2025
C-1007,Graphic Design Essentials,Facebook Ads,1138.62,40176,1301,918,461,50.22,Johannesburg,12/05/2025
C-1000,Intro to Python,Instagram Stories,1319.85,27362,1381,1277,314,24.59,Johannesburg,07/05/2025
C-1008,UI/UX Fundamentals,Facebook Ads,656.27,15238,822,757,333,43.99,Accra,14/05/2025
C-1008,UI/UX Fundamentals,Google Search,510.49,19957,2948,2276,1330,58.44,Kigali,27/06/2025
C-1009,Remote Work Productivity,LinkedIn Sponsored,649.62,40185,2570,2017,840,41.65,Johannesburg,26/04/2025
C-1004,Digital Marketing Basics,Email Blast,450.28,10388,909,759,383,50.46,Johannesburg,01/05/2025
C-1006,AI for Non-Techies,LinkedIn Sponsored,368.02,20693,1482,1149,348,30.29,Lagos,12/06/2025
C-1008,UI/UX Fundamentals,Google Search,1935.32,39775,718,564,173,30.67,Abuja,21/05/2025
C-1008,UI/UX Fundamentals,Facebook Ads,521.23,33481,2948,2319,1002,43.21,Kigali,01/07/2025
C-1006,AI for Non-Techies,LinkedIn Sponsored,922.16,35371,2552,2185,864,39.54,Abuja,04/05/2025
C-1006,AI for Non-Techies,LinkedIn Sponsored,353.28,10779,1607,1478,664,44.93,Abuja,21/06/2025
C-1002,Data Visualization with Power BI,Instagram Stories,419.75,36253,3512,2635,943,35.79,Johannesburg,31/05/2025
C-1003,SQL for Beginners,Google Search,1005.65,20709,1585,1324,385,29.08,Cape Town,22/05/2025
C-1000,Intro to Python,Instagram Stories,1695.9,37856,5198,4577,1891,41.32,Abuja,20/05/2025
C-1008,UI/UX Fundamentals,Google Search,1492.51,35733,1010,906,226,24.94,Abuja,28/05/2025
C-1003,SQL for Beginners,Google Search,282.52,17711,860,790,456,57.72,Kigali,28/05/2025
C-1001,Advanced Excel,LinkedIn Sponsored,1357.5,30477,2278,2153,846,39.29,Nairobi,01/05/2025
C-1008,UI/UX Fundamentals,Google Search,879,48486,4481,3557,1118,31.43,Lagos,28/04/2025
C-1004,Digital Marketing Basics,Email Blast,763.65,25718,3000,2389,966,40.44,Lagos,06/06/2025
C-1001,Advanced Excel,Email Blast,350.65,13331,1210,1108,656,59.21,Johannesburg,30/04/2025
C-1007,Graphic Design Essentials,LinkedIn Sponsored,708.63,14689,1848,1646,706,42.89,Cairo,15/04/2025
C-1000,Intro to Python,Google Search,410.21,14881,566,411,222,54.01,Nairobi,13/07/2025
C-1007,Graphic Design Essentials,Email Blast,766.13,16898,2172,2005,451,22.49,Johannesburg,17/05/2025
C-1006,AI for Non-Techies,Email Blast,785.07,16684,1214,1004,452,45.02,Kigali,08/07/2025
C-1004,Digital Marketing Basics,Instagram Stories,1009.55,25947,328,268,127,47.39,Kigali,03/05/2025
C-1004,Digital Marketing Basics,LinkedIn Sponsored,441.71,18141,1940,1423,455,31.97,Cape Town,09/05/2025
C-1007,Graphic Design Essentials,Instagram Stories,360.4,7462,914,703,199,28.31,Kigali,15/06/2025
C-1003,SQL for Beginners,LinkedIn Sponsored,1091.15,25294,284,269,126,46.84,Abuja,02/07/2025
C-1000,Intro to Python,Google Search,1642.05,37865,1940,1364,675,49.49,Accra,15/04/2025
C-1000,Intro to Python,Email Blast,737.29,18090,2056,1512,758,50.13,Abuja,06/06/2025
C-1004,Digital Marketing Basics,Google Search,379.57,10988,1122,1000,538,53.8,Kigali,24/04/2025
C-1003,SQL for Beginners,Email Blast,681.03,25893,580,476,109,22.9,Johannesburg,17/05/2025
C-1007,Graphic Design Essentials,LinkedIn Sponsored,535.52,37086,2484,1779,604,33.95,Cairo,02/06/2025
C-1007,Graphic Design Essentials,Instagram Stories,2334.02,48419,5962,5585,1278,22.88,Cape Town,27/05/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,1471.88,49022,4076,3158,728,23.05,Accra,17/06/2025
C-1002,Data Visualization with Power BI,Email Blast,622.63,48206,5844,5123,1127,22,Cape Town,28/06/2025
C-1002,Data Visualization with Power BI,Facebook Ads,775.88,36529,2425,1876,549,29.26,Lagos,12/05/2025
C-1001,Advanced Excel,Facebook Ads,2071.38,44792,5486,5114,1851,36.19,Lagos,16/06/2025
C-1006,AI for Non-Techies,Google Search,356.55,10010,550,450,130,28.89,Nairobi,07/07/2025
C-1002,Data Visualization with Power BI,Google Search,57.42,1599,235,199,68,34.17,Cape Town,09/06/2025
C-1005,Project Management 101,Email Blast,138.78,4961,134,123,49,39.84,Cape Town,27/06/2025
C-1007,Graphic Design Essentials,Facebook Ads,75.73,2030,186,159,36,22.64,Abuja,23/05/2025
C-1000,Intro to Python,Email Blast,88.36,2096,91,79,41,51.9,Cairo,19/06/2025
C-1008,UI/UX Fundamentals,Facebook Ads,811.58,19788,1728,1434,368,25.66,Abuja,07/07/2025
C-1002,Data Visualization with Power BI,Facebook Ads,123.02,8013,384,316,99,31.33,Accra,11/07/2025
C-1003,SQL for Beginners,Email Blast,308.27,13578,1332,950,474,49.89,Cairo,06/06/2025
C-1005,Project Management 101,Instagram Stories,389.77,18519,185,153,33,21.57,Nairobi,10/07/2025
C-1005,Project Management 101,Instagram Stories,280.31,27609,3008,2152,1152,53.53,Johannesburg,29/05/2025
C-1003,SQL for Beginners,Facebook Ads,290.79,20659,920,814,265,32.56,Lagos,03/07/2025
C-1001,Advanced Excel,Instagram Stories,621.03,27560,1665,1278,686,53.68,Abuja,01/06/2025
C-1008,UI/UX Fundamentals,Facebook Ads,1493.77,32195,3877,3578,1336,37.34,Lagos,24/06/2025
C-1002,Data Visualization with Power BI,Instagram Stories,240.55,6418,403,379,89,23.48,Abuja,26/06/2025
C-1005,Project Management 101,Facebook Ads,1453.03,38083,3013,2401,1087,45.27,Lagos,24/05/2025
C-1003,SQL for Beginners,Email Blast,544.52,14855,157,116,56,48.28,Cape Town,21/05/2025
C-1004,Digital Marketing Basics,Facebook Ads,154.35,4051,588,523,303,57.93,Cairo,17/05/2025
C-1008,UI/UX Fundamentals,Facebook Ads,1356.6,37930,1962,1425,730,51.23,Accra,29/04/2025
C-1005,Project Management 101,Google Search,60.81,2026,33,26,15,57.69,Accra,03/05/2025
C-1006,AI for Non-Techies,LinkedIn Sponsored,149.53,6042,426,346,98,28.32,Accra,03/06/2025
C-1009,Remote Work Productivity,Email Blast,446.8,16759,1035,738,374,50.68,Abuja,21/06/2025
C-1008,UI/UX Fundamentals,Instagram Stories,825.33,22740,2844,2595,739,28.48,Accra,11/07/2025
C-1001,Advanced Excel,LinkedIn Sponsored,1255.11,33819,2574,2368,677,28.59,Lagos,29/04/2025
C-1001,Advanced Excel,Google Search,1069.16,29645,2818,2180,555,25.46,Nairobi,21/05/2025
C-1005,Project Management 101,Email Blast,1049.24,40660,4610,3590,1643,45.77,Abuja,19/04/2025
C-1005,Project Management 101,LinkedIn Sponsored,63.22,2941,323,242,134,55.37,Cape Town,11/06/2025
C-1007,Graphic Design Essentials,LinkedIn Sponsored,488.65,15951,980,700,171,24.43,Abuja,05/07/2025
C-1006,AI for Non-Techies,Email Blast,331.46,13172,625,568,116,20.42,Abuja,19/04/2025
C-1001,Advanced Excel,LinkedIn Sponsored,1102.74,41541,2377,1675,418,24.96,Johannesburg,07/05/2025
C-1001,Advanced Excel,LinkedIn Sponsored,215.54,6376,503,402,165,41.04,Accra,22/04/2025
C-1006,AI for Non-Techies,Google Search,1465.47,47640,542,442,258,58.37,Abuja,15/06/2025
C-1005,Project Management 101,Facebook Ads,1008.11,24638,2583,2009,1023,50.92,Nairobi,20/04/2025
C-1000,Intro to Python,Instagram Stories,226.39,21202,1759,1660,415,25,Kigali,15/06/2025
C-1004,Digital Marketing Basics,Google Search,158.78,7699,907,817,202,24.72,Nairobi,14/06/2025
C-1002,Data Visualization with Power BI,Instagram Stories,898.33,29244,364,281,143,50.89,Abuja,30/05/2025
C-1001,Advanced Excel,Facebook Ads,59.84,2721,159,126,25,19.84,Kigali,15/06/2025
C-1008,UI/UX Fundamentals,Email Blast,77.69,7099,713,672,362,53.87,Kigali,09/07/2025
C-1006,AI for Non-Techies,LinkedIn Sponsored,51.2,1808,245,219,112,51.14,Abuja,15/05/2025
C-1006,AI for Non-Techies,Email Blast,125.3,6550,430,333,75,22.52,Johannesburg,13/07/2025
C-1009,Remote Work Productivity,Google Search,1017.71,35151,1565,1284,640,49.84,Abuja,24/06/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,418.18,10099,182,170,98,57.65,Cairo,11/05/2025
C-1004,Digital Marketing Basics,Google Search,433.93,33317,4957,4144,2424,58.49,Nairobi,26/05/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,460.93,29486,1804,1364,379,27.79,Abuja,02/05/2025
C-1004,Digital Marketing Basics,Facebook Ads,519.77,32734,3179,2846,1227,43.11,Kigali,29/04/2025
C-1004,Digital Marketing Basics,Instagram Stories,634.32,17160,2120,1821,646,35.48,Johannesburg,28/05/2025
C-1007,Graphic Design Essentials,Google Search,173.18,8010,371,291,164,56.36,Cairo,24/05/2025
C-1000,Intro to Python,LinkedIn Sponsored,336.33,26932,2041,1882,909,48.3,Abuja,20/06/2025
C-1005,Project Management 101,LinkedIn Sponsored,833.02,29850,914,641,289,45.09,Abuja,22/05/2025
C-1009,Remote Work Productivity,LinkedIn Sponsored,195.2,9921,285,267,109,40.82,Kigali,20/05/2025
C-1009,Remote Work Productivity,Google Search,977.33,46566,3729,3243,747,23.03,Cape Town,11/06/2025
C-1005,Project Management 101,Instagram Stories,345.26,12641,1554,1266,529,41.79,Kigali,07/07/2025
C-1004,Digital Marketing Basics,Instagram Stories,902.94,49160,793,587,222,37.82,Johannesburg,13/06/2025
C-1005,Project Management 101,LinkedIn Sponsored,1070.06,25645,435,396,234,59.09,Abuja,09/07/2025
C-1005,Project Management 101,Email Blast,151.29,8463,1096,833,486,58.34,Johannesburg,17/05/2025
C-1009,Remote Work Productivity,Google Search,1810.18,36758,5263,4993,2420,48.47,Lagos,03/06/2025
C-1007,Graphic Design Essentials,Google Search,1600.17,47423,4255,3254,1219,37.46,Cape Town,19/05/2025
C-1004,Digital Marketing Basics,Facebook Ads,816.93,46405,938,802,475,59.23,Abuja,10/05/2025
C-1007,Graphic Design Essentials,LinkedIn Sponsored,489.91,10121,1224,1134,654,57.67,Johannesburg,04/07/2025
C-1004,Digital Marketing Basics,Google Search,727.28,44166,3665,3460,1740,50.29,Abuja,08/07/2025
C-1006,AI for Non-Techies,Instagram Stories,208.3,5847,448,394,117,29.7,Cape Town,16/05/2025
C-1009,Remote Work Productivity,Email Blast,1114.27,27267,2817,2086,888,42.57,Abuja,17/05/2025
C-1008,UI/UX Fundamentals,LinkedIn Sponsored,82.77,3409,272,191,38,19.9,Nairobi,24/04/2025
C-1001,Advanced Excel,LinkedIn Sponsored,326.07,17268,2411,1825,828,45.37,Accra,04/07/2025
C-1009,Remote Work Productivity,Email Blast,53.92,3903,214,195,95,48.72,Abuja,26/04/2025
C-1005,Project Management 101,Facebook Ads,1066.09,29210,2045,1446,567,39.21,Lagos,19/06/2025
C-1001,Advanced Excel,Google Search,840,17956,477,368,132,35.87,Johannesburg,04/05/2025
C-1007,Graphic Design Essentials,Instagram Stories,634.61,25518,3803,2704,1363,50.41,Cape Town,30/05/2025
C-1009,Remote Work Productivity,Email Blast,2221.62,46248,3003,2668,1513,56.71,Accra,07/06/2025
C-1005,Project Management 101,Instagram Stories,52.28,2609,236,186,95,51.08,Nairobi,22/04/2025
C-1004,Digital Marketing Basics,Facebook Ads,554.37,28261,2514,1985,918,46.25,Nairobi,23/06/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,720.52,23828,877,815,196,24.05,Kigali,05/06/2025
C-1007,Graphic Design Essentials,Email Blast,247.6,14557,595,422,90,21.33,Cape Town,07/05/2025
C-1005,Project Management 101,Facebook Ads,1071.3,32205,4230,3259,1890,57.99,Cape Town,24/05/2025
C-1007,Graphic Design Essentials,Facebook Ads,883.69,21900,1557,1315,534,40.61,Cairo,17/05/2025
C-1000,Intro to Python,Facebook Ads,2277.14,47581,2357,1857,1035,55.74,Lagos,11/05/2025
C-1005,Project Management 101,Facebook Ads,1262.81,43465,5865,4720,2417,51.21,Accra,26/05/2025
C-1003,SQL for Beginners,Google Search,607.38,34816,2773,2082,908,43.61,Accra,30/04/2025
C-1005,Project Management 101,Instagram Stories,484.18,37690,2126,1942,549,28.27,Cape Town,09/07/2025
C-1003,SQL for Beginners,Google Search,726.54,27545,541,505,203,40.2,Accra,03/06/2025
C-1006,AI for Non-Techies,Facebook Ads,1016.24,26924,3325,3022,1005,33.26,Johannesburg,03/07/2025
C-1007,Graphic Design Essentials,Instagram Stories,1792.86,39810,4695,4054,1056,26.05,Abuja,18/06/2025
C-1000,Intro to Python,Google Search,542.76,47185,4033,3107,1149,36.98,Johannesburg,15/07/2025
C-1004,Digital Marketing Basics,Facebook Ads,1256.37,47121,1314,1171,234,19.98,Nairobi,28/05/2025
C-1008,UI/UX Fundamentals,LinkedIn Sponsored,252.38,13252,1101,785,462,58.85,Kigali,15/06/2025
C-1003,SQL for Beginners,Facebook Ads,311.69,30986,1629,1264,369,29.19,Cairo,02/06/2025
C-1007,Graphic Design Essentials,LinkedIn Sponsored,1299.59,35584,3989,3756,1088,28.97,Abuja,26/04/2025
C-1009,Remote Work Productivity,Email Blast,591.08,26725,3043,2775,1024,36.9,Nairobi,02/05/2025
C-1005,Project Management 101,Instagram Stories,415.51,24067,1336,1173,617,52.6,Accra,12/05/2025
C-1004,Digital Marketing Basics,Email Blast,2038.5,41270,2555,2364,1235,52.24,Nairobi,01/07/2025
C-1002,Data Visualization with Power BI,Facebook Ads,784.35,21524,2488,1986,866,43.61,Johannesburg,01/07/2025
C-1004,Digital Marketing Basics,Google Search,144.63,8664,181,151,73,48.34,Kigali,12/06/2025
C-1002,Data Visualization with Power BI,Instagram Stories,403.27,34477,4112,3478,2020,58.08,Abuja,14/07/2025
C-1009,Remote Work Productivity,Email Blast,387.12,10035,473,402,128,31.84,Abuja,25/06/2025
C-1006,AI for Non-Techies,Instagram Stories,399.87,13173,1531,1110,450,40.54,Accra,18/06/2025
C-1008,UI/UX Fundamentals,Instagram Stories,452.2,11935,736,686,364,53.06,Cairo,16/06/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,501.05,13261,1458,1188,675,56.82,Cape Town,25/06/2025
C-1009,Remote Work Productivity,LinkedIn Sponsored,190.82,4513,505,462,143,30.95,Lagos,03/06/2025
C-1007,Graphic Design Essentials,Google Search,488.81,9947,371,291,97,33.33,Abuja,01/05/2025
C-1008,UI/UX Fundamentals,Instagram Stories,1108.45,34124,4433,3880,1904,49.07,Abuja,21/05/2025
C-1007,Graphic Design Essentials,Instagram Stories,466.53,28238,4026,3317,1168,35.21,Cape Town,13/07/2025
C-1002,Data Visualization with Power BI,Email Blast,70.64,6417,770,680,240,35.29,Lagos,27/06/2025
C-1003,SQL for Beginners,Facebook Ads,983.14,20142,2567,1804,868,48.12,Cairo,11/06/2025
C-1003,SQL for Beginners,LinkedIn Sponsored,1546.57,36232,2582,1959,944,48.19,Accra,08/05/2025
C-1007,Graphic Design Essentials,Instagram Stories,1149.4,38070,3293,3101,684,22.06,Nairobi,14/05/2025
C-1009,Remote Work Productivity,LinkedIn Sponsored,356.33,8484,938,858,233,27.16,Kigali,14/07/2025
C-1008,UI/UX Fundamentals,Instagram Stories,166.22,3726,325,259,65,25.1,Johannesburg,10/06/2025
